id,transaction_date,user_id,order_id,product_id,campaign_id,quantity,net,tax,gross
761,2026-01-30 20:02:41,246,268,11,4,1,6.99,1.61,8.60
762,2026-01-30 20:02:41,246,268,6,6,2,59.98,13.80,73.78
763,2025-12-11 21:01:21,77,269,7,7,1,79.99,18.40,98.39
764,2026-04-19 20:19:45,60,270,14,,1,5.99,1.38,7.37
765,2026-04-19 20:19:45,60,270,8,5,2,29.98,6.90,36.88
766,2025-11-14 09:23:50,155,271,1,8,2,17.98,4.14,22.12
767,2025-11-14 09:23:50,155,271,13,4,1,13.49,3.10,16.59
768,2026-04-06 21:33:19,248,272,13,2,1,13.49,3.10,16.59
769,2026-04-06 21:33:19,248,272,9,,1,15.99,3.68,19.67
770,2026-04-06 21:33:19,248,272,8,2,1,14.99,3.45,18.44
771,2026-03-25 21:38:55,23,273,2,2,1,12.99,2.99,15.98
772,2026-03-25 21:38:55,23,273,11,,2,13.98,3.22,17.20
773,2026-03-25 21:38:55,23,273,11,,2,13.98,3.22,17.20
774,2026-02-14 13:49:28,142,274,11,,1,6.99,1.61,8.60
775,2026-03-09 16:32:06,8,275,4,5,1,16.49,3.79,20.28
776,2026-02-24 11:10:04,146,276,5,,1,10.99,2.53,13.52
777,2026-02-24 11:10:04,146,276,3,1,1,18.99,4.37,23.36
778,2025-10-23 14:25:11,28,277,12,8,1,11.99,2.76,14.75
779,2025-10-23 14:25:11,28,277,5,,1,10.99,2.53,13.52
780,2025-10-23 14:25:11,28,277,13,8,1,13.49,3.10,16.59
781,2025-10-23 14:25:11,28,277,2,8,2,25.98,5.98,31.96
782,2026-03-25 18:45:49,159,278,8,3,1,14.99,3.45,18.44
783,2026-03-25 18:45:49,159,278,10,3,1,24.99,5.75,30.74
784,2026-03-25 18:45:49,159,278,11,6,1,6.99,1.61,8.60
785,2026-03-25 18:45:49,159,278,1,,1,8.99,2.07,11.06
786,2026-03-25 18:45:49,159,278,14,3,1,5.99,1.38,7.37
787,2026-03-25 18:45:49,159,278,7,6,2,159.98,36.80,196.78
788,2026-03-25 18:45:49,159,278,2,7,2,25.98,5.98,31.96
789,2026-03-25 18:45:49,159,278,4,8,1,16.49,3.79,20.28
790,2026-03-25 18:45:49,159,278,6,7,1,29.99,6.90,36.89
791,2026-03-25 18:45:49,159,278,7,,1,79.99,18.40,98.39
792,2026-03-25 18:45:49,159,278,3,,1,18.99,4.37,23.36
793,2026-03-25 18:45:49,159,278,10,,2,49.98,11.50,61.48
794,2026-03-25 18:45:49,159,278,6,3,1,29.99,6.90,36.89
795,2025-10-18 17:06:43,208,279,14,6,1,5.99,1.38,7.37
796,2025-10-18 17:06:43,208,279,11,,1,6.99,1.61,8.60
797,2026-04-12 18:51:00,298,280,13,,1,13.49,3.10,16.59
798,2026-04-12 18:51:00,298,280,7,4,1,79.99,18.40,98.39
799,2026-04-12 18:51:00,298,280,6,5,1,29.99,6.90,36.89
800,2026-04-12 18:51:00,298,280,15,6,1,21.99,5.06,27.05
